#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP,RazzID
641,Devin Williams,MIL,RP,R,28.7,0.0,0.0,107.6,25.8,1.4,1.1,12,0,3.18,3.19,1.20,35.1,12.0,18.8,1.0,9.0,9.9,2,44.9,35.1,20.0,0.278,642207
642,Matt Gage,LAD,RP,L,19.8,0.0,0.0,110.9,25.7,1.3,1.2,0,2,4.03,4.31,1.37,24.5,10.4,24.7,1.1,11.7,12.7,4,43.4,36.5,20.1,0.294,657424
643,Chad Kuhl,CHW,SP,R,14.5,1.3,0.4,107.7,25.5,1.1,1.5,0,1,4.72,5.09,1.46,23.0,10.6,26.6,1.2,13.3,14.2,4,38.0,41.8,20.2,0.290,14975
644,Shane Drohan,CHW,RP,L,25.5,0.0,0.0,102.0,25.5,4.7,5.8,0,0,4.31,5.50,1.56,21.1,9.9,29.9,1.0,12.2,13.1,4,41.2,37.5,21.2,0.297,675660
645,Brandon Walter,BOS,SP,L,11.5,3.3,1.4,106.9,25.5,2.7,2.6,0,0,4.46,5.00,1.44,19.1,7.7,28.9,1.2,11.8,12.8,3,47.9,31.6,20.6,0.317,687888
646,Carlos Rodriguez,MIL,SP,R,5.1,5.1,2.0,111.8,25.5,1.3,1.6,0,0,4.95,5.40,1.46,22.6,10.7,26.7,1.4,13.8,14.8,4,38.2,40.7,21.2,0.298,692230
647,Matt Bush,FA,RP,R,28.0,0.0,0.0,107.6,25.2,1.2,1.2,0,3,4.15,4.06,1.26,26.5,9.4,22.4,1.1,11.6,12.5,4,38.6,41.9,19.6,0.280,1246
648,Devin Smeltzer,MIA,SP,L,14.5,1.3,0.3,93.2,25.0,1.1,1.5,0,1,5.01,5.38,1.45,17.7,8.1,28.1,1.1,13.8,14.7,4,36.8,42.6,20.6,0.292,656970
649,David Festa,MIN,SP,R,5.0,5.0,2.1,108.3,25.0,1.4,1.5,0,0,4.43,4.75,1.44,21.2,10.1,26.0,1.1,12.7,13.7,3,45.6,33.2,21.2,0.308,701581
650,Jackson Wolf,PIT,SP,L,14.8,2.5,1.0,102.0,24.8,1.2,1.4,0,1,4.65,5.37,1.46,18.9,8.1,28.1,1.0,12.8,13.7,4,36.3,43.0,20.7,0.292,680232
651,Jay Groome,SD,SP,L,11.5,3.3,1.2,108.8,24.7,1.3,1.5,0,1,4.75,5.25,1.56,20.4,12.5,26.0,1.2,13.4,14.4,4,41.9,36.9,21.2,0.303,666130
652,Jake Woodford,CHW,RP,R,20.5,0.0,0.0,105.8,24.6,1.1,1.3,0,2,4.46,4.71,1.41,19.4,8.6,26.2,1.3,12.2,13.1,4,46.1,33.7,20.2,0.302,663765
653,Prelander Berroa,CHW,RP,R,24.6,0.0,0.0,105.6,24.6,1.2,1.2,0,6,3.91,4.19,1.36,28.3,13.0,20.4,1.0,10.7,11.5,3,39.8,40.4,19.8,0.281,672860
654,Lyon Richardson,CIN,RP,R,24.6,0.0,0.0,105.8,24.6,1.2,1.2,0,2,4.25,4.38,1.38,27.1,11.9,22.1,1.1,10.9,11.8,3,43.7,36.6,19.7,0.294,680689
655,Josh Winder,MIN,RP,R,16.4,0.0,0.0,106.6,24.6,1.2,1.3,0,2,4.40,4.39,1.34,21.5,8.5,24.5,1.0,12.4,13.3,3,39.2,40.9,19.9,0.291,680739
656,Evan Justice,COL,RP,L,30.5,0.0,0.0,107.2,24.4,1.2,1.2,0,3,4.77,5.25,1.50,24.3,13.4,23.3,1.4,11.3,12.2,3,39.9,39.9,20.1,0.318,687145
657,Burch Smith,MIA,RP,R,24.3,0.0,0.0,105.3,24.3,1.1,1.3,0,2,5.06,5.03,1.40,18.5,8.5,25.6,1.0,13.5,14.4,4,36.2,43.6,20.2,0.290,572143
658,Josh Staumont,MIN,RP,R,24.3,0.0,0.0,104.5,24.3,1.2,1.2,0,2,3.88,3.96,1.31,27.9,11.7,20.2,1.1,10.8,11.6,3,36.3,44.0,19.7,0.283,622251
659,Yerry Rodriguez,TEX,RP,R,24.3,0.0,0.0,103.6,24.3,1.3,1.1,0,2,4.03,4.30,1.34,25.6,10.3,22.3,1.1,10.5,11.3,3,41.8,38.8,19.4,0.298,666720
660,Keegan Akin,BAL,RP,L,24.3,0.0,0.0,101.3,24.3,1.3,1.1,0,5,3.57,3.88,1.23,25.2,7.5,22.3,0.8,9.7,10.4,3,39.9,40.2,19.9,0.297,669211
661,Guillermo Zuniga,LAA,RP,R,24.3,0.0,0.0,106.0,24.3,1.2,1.2,0,2,4.55,4.56,1.39,25.3,11.8,22.0,1.1,12.0,12.8,4,36.4,44.1,19.5,0.283,670871
662,Anthony Maldonado,MIA,RP,R,24.3,0.0,0.0,104.0,24.3,1.2,1.2,0,2,4.23,4.40,1.31,25.1,9.6,22.4,1.1,11.3,12.1,3,37.7,41.1,21.1,0.295,687424
663,Denyi Reyes,FA,RP,R,19.2,1.2,0.3,60.6,24.2,1.1,1.4,0,5,4.81,4.92,1.33,18.0,6.2,25.9,1.0,12.9,13.8,4,37.0,42.7,20.3,0.288,660593
664,Gus Varland,LAD,RP,R,18.3,0.0,0.0,104.9,23.8,1.2,1.1,0,2,4.43,4.72,1.45,21.7,10.3,24.2,1.2,11.9,12.9,4,43.0,37.1,19.9,0.302,681402
665,Andre Jackson,FA,RP,R,19.8,1.2,0.3,76.0,23.3,1.1,1.3,0,2,4.40,4.49,1.37,22.2,10.4,21.5,0.9,11.4,12.2,3,39.7,40.6,19.7,0.282,656578
666,Shane Greene,TEX,RP,R,15.3,0.0,0.0,92.0,23.0,1.1,1.1,0,2,4.76,5.09,1.44,19.9,9.8,23.4,1.2,11.7,12.5,4,40.0,39.7,20.3,0.295,10756
667,Dan Altavilla,KC,RP,R,23.0,0.0,0.0,92.0,23.0,1.1,1.2,0,2,4.50,4.59,1.38,21.0,9.9,21.8,0.9,11.3,12.1,3,39.6,40.5,19.9,0.296,16507
668,Kade McClure,FA,RP,R,23.0,0.0,0.0,92.0,23.0,1.1,1.2,0,2,4.59,4.91,1.41,18.2,7.9,24.6,1.0,11.7,12.6,3,42.7,36.1,21.2,0.305,656701
669,Nathan Webb,BAL,RP,R,23.0,0.0,0.0,98.9,23.0,1.1,1.2,0,2,4.71,5.12,1.51,19.4,10.9,23.8,1.0,12.1,12.9,3,42.2,36.4,21.4,0.304,670246
670,Cody Laweryson,MIN,RP,R,23.0,0.0,0.0,78.9,23.0,1.1,1.2,0,2,4.36,4.55,1.35,20.7,8.2,22.9,1.1,11.5,12.3,3,38.7,40.1,21.2,0.295,689520
671,Will Dion,CLE,RP,L,23.0,0.0,0.0,92.0,23.0,4.9,4.6,0,0,3.84,4.89,1.43,21.0,6.9,26.1,0.8,9.9,10.7,3,42.2,36.7,21.1,0.301,702021
672,Gerardo Reyes,OAK,RP,R,18.9,0.0,0.0,99.2,22.7,1.0,1.2,0,2,4.54,4.70,1.42,22.1,11.7,20.6,1.2,11.9,12.7,3,35.8,44.2,20.0,0.280,622103
673,Andres Machado,FA,RP,R,20.5,0.0,0.0,90.4,22.6,1.1,1.1,0,2,4.31,4.28,1.31,20.4,7.8,21.8,1.0,10.8,11.6,3,42.6,37.7,19.8,0.290,600921
674,Yerry De Los Santos,NYY,RP,R,20.5,0.0,0.0,90.4,22.6,1.1,1.1,0,5,4.19,4.33,1.39,20.7,9.3,22.0,1.0,10.5,11.4,3,47.5,32.5,20.0,0.294,660787
675,Jordan Balazovic,MIN,RP,R,20.5,0.0,0.0,90.4,22.6,1.1,1.1,0,4,4.19,4.34,1.40,20.2,9.6,22.2,0.9,10.9,11.8,3,45.5,34.6,19.9,0.299,666364
676,Max Castillo,PHI,RP,R,20.5,0.0,0.0,96.4,22.6,1.1,1.1,0,2,4.52,4.63,1.31,17.8,6.5,23.1,1.0,11.3,12.1,4,40.6,39.4,20.0,0.286,666721
677,Ryan Rolison,COL,SP,L,4.5,4.5,1.8,90.0,22.5,1.0,1.6,0,0,5.44,5.90,1.53,15.6,8.4,26.1,1.0,11.9,12.8,4,42.4,36.4,21.2,0.324,669020
678,Spencer Arrighetti,HOU,SP,R,4.5,4.5,1.7,98.7,22.5,1.4,1.2,0,0,5.02,5.26,1.48,20.2,10.1,23.3,1.3,12.6,13.4,4,39.0,39.9,21.1,0.299,681293
679,Mason Montgomery,TB,SP,L,4.5,4.5,1.8,90.0,22.5,1.3,1.3,0,0,4.74,5.09,1.45,19.8,9.7,23.0,1.1,12.0,12.8,4,38.8,40.2,21.0,0.294,682254
680,Joe Rock,TB,SP,L,4.5,4.5,1.9,90.0,22.5,1.3,1.3,0,0,4.59,4.93,1.46,18.7,9.3,23.6,1.1,11.6,12.5,3,44.1,34.8,21.1,0.302,697812
681,Josh Simpson,MIA,RP,L,22.1,0.0,0.0,96.2,22.1,1.1,1.1,0,2,3.94,4.34,1.41,23.4,10.9,20.4,1.1,9.6,10.4,2,46.0,32.7,21.3,0.312,681006
682,Penn Murfee,HOU,RP,R,24.3,0.0,0.0,87.6,21.9,1.0,1.1,0,2,4.46,4.47,1.34,21.2,8.7,20.8,1.1,10.9,11.6,3,39.4,39.8,20.8,0.281,682171
683,Zach Neal,FA,RP,R,19.8,0.0,0.0,69.2,21.8,1.0,1.1,0,2,4.67,4.87,1.35,15.4,5.4,23.9,1.0,11.3,12.1,4,41.5,37.9,20.5,0.297,11294
684,Garrett Hill,DET,RP,R,19.8,0.0,0.0,95.4,21.8,1.0,1.1,0,3,4.44,4.56,1.38,20.3,9.2,20.7,1.2,10.9,11.7,3,39.8,39.8,20.4,0.292,682051
685,Tyler Mahle,TEX,SP,R,7.6,3.4,1.5,90.8,21.5,1.2,1.1,0,0,4.26,4.31,1.26,21.9,7.0,20.1,0.9,9.8,10.5,3,38.0,41.9,20.2,0.287,641816
686,Connor Seabold,FA,SP,R,8.7,2.5,0.9,64.2,21.3,1.1,1.3,0,1,4.80,4.93,1.32,17.7,6.0,22.1,1.3,11.4,12.0,4,34.2,45.8,20.0,0.290,657756
687,Forrest Whitley,HOU,RP,R,21.3,0.0,0.0,92.8,21.3,1.1,1.0,0,2,4.32,4.63,1.43,21.0,9.5,21.0,1.1,10.2,11.0,3,43.9,34.8,21.3,0.306,666215
688,Sam Coonrod,FA,RP,R,30.2,0.0,0.0,93.1,21.1,1.0,1.1,0,5,4.66,4.88,1.48,18.0,10.0,21.2,1.2,10.9,11.8,3,43.8,36.3,20.0,0.300,17264
689,R.J. Dabovich,SF,RP,R,21.1,0.0,0.0,84.4,21.1,1.0,1.1,0,2,4.33,4.52,1.41,22.0,10.2,19.7,0.9,10.5,11.2,3,38.1,40.6,21.3,0.298,681924
690,Roddery Munoz,MIA,RP,R,21.1,0.0,0.0,91.9,21.1,1.0,1.1,0,2,4.47,4.76,1.45,18.8,9.3,21.4,0.9,10.4,11.2,3,44.2,34.5,21.3,0.310,682610
691,Peyton Battenfield,NYM,RP,R,14.2,1.2,0.5,84.8,20.8,2.3,3.8,0,0,4.89,5.62,1.54,14.0,6.5,25.5,0.7,11.6,12.4,4,39.3,40.2,20.4,0.290,685410
692,Duane Underwood Jr.,NYY,RP,R,17.2,0.0,0.0,82.4,20.6,1.0,1.0,0,4,4.59,4.82,1.44,17.0,8.1,21.5,1.1,10.5,11.3,3,44.6,35.3,20.0,0.301,14677
693,Matt Krook,BAL,RP,L,20.5,0.0,0.0,89.3,20.5,1.0,1.0,0,2,3.83,4.50,1.48,19.5,10.4,19.8,0.9,8.7,9.6,2,50.7,28.4,20.9,0.316,640454
694,Taylor Lehman,PHI,RP,L,20.5,0.0,0.0,90.2,20.5,1.0,1.0,0,2,4.63,5.18,1.52,17.2,9.9,21.2,0.9,10.4,11.2,3,43.0,35.6,21.4,0.305,656647
695,Jake Cousins,CHW,RP,R,20.5,0.0,0.0,89.6,20.5,1.0,1.1,0,2,4.19,4.49,1.43,20.9,10.4,19.0,1.2,9.5,10.3,3,44.5,35.4,20.1,0.296,664776
696,Anthony Misiewicz,NYY,RP,L,20.5,0.0,0.0,87.1,20.5,1.0,1.0,0,2,4.24,4.47,1.35,19.3,7.6,20.1,0.7,9.6,10.4,3,40.2,39.6,20.2,0.291,664948
697,Wil Jensen,SF,RP,R,20.5,0.0,0.0,68.3,20.5,0.9,1.1,0,2,4.60,4.83,1.40,17.1,7.4,21.3,0.9,10.8,11.5,3,38.8,39.9,21.2,0.299,669192
698,Erik Sabrowski,CLE,RP,L,20.5,0.0,0.0,90.2,20.5,1.0,1.0,0,2,4.25,4.69,1.47,20.8,10.3,19.8,0.9,9.8,10.5,3,42.1,36.6,21.3,0.305,681870
699,Justin Yeager,MIL,RP,R,20.5,0.0,0.0,90.6,20.5,1.0,1.1,0,2,4.62,4.96,1.50,20.6,10.7,20.1,0.9,10.4,11.1,3,40.7,38.0,21.4,0.302,687866
700,Hayden Juenger,TOR,RP,R,20.5,0.0,0.0,87.9,20.5,1.0,1.0,0,2,4.24,4.46,1.34,20.6,8.2,19.3,0.9,9.8,10.5,3,37.3,41.6,21.2,0.289,696522
701,Andre Granillo,STL,RP,R,20.5,0.0,0.0,90.6,20.5,1.0,1.1,0,2,4.84,5.22,1.50,18.7,10.7,20.0,0.8,11.2,11.9,3,35.6,43.0,21.4,0.294,701552
702,Tyler Samaniego,PIT,RP,L,20.5,0.0,0.0,69.2,20.5,1.0,1.0,0,2,4.37,4.90,1.51,17.2,10.0,21.0,1.0,10.0,10.8,2,46.0,32.5,21.5,0.313,701719
703,Danny Watson,NYY,RP,R,20.5,0.0,0.0,82.0,20.5,1.0,1.0,0,2,4.90,5.26,1.51,18.8,10.1,20.8,1.3,11.1,11.9,3,39.2,39.4,21.4,0.297,702130
704,Allan Winans,ATL,RP,R,20.3,0.0,0.0,84.6,20.3,1.1,0.9,0,2,3.80,4.02,1.26,18.5,4.8,20.8,1.0,8.5,9.3,2,47.8,31.9,20.3,0.313,642216
705,Devin Sweet,DET,RP,R,15.5,0.0,0.0,87.5,20.2,0.9,1.1,0,2,4.67,4.78,1.37,17.0,7.6,20.0,1.0,10.6,11.3,3,37.4,42.4,20.2,0.287,682967
706,Mike Mayers,TOR,RP,R,14.2,1.2,0.4,61.0,20.1,1.0,1.1,0,1,4.74,4.92,1.41,15.9,7.1,21.1,0.8,10.8,11.5,3,39.4,40.5,20.0,0.291,15451
707,Michael McGreevy,STL,SP,R,4.0,4.0,1.7,85.6,20.0,1.2,1.1,0,0,4.51,4.74,1.43,12.2,5.4,23.1,0.7,10.2,11.1,3,51.4,27.1,21.5,0.314,700241
708,Gordon Graceffo,STL,SP,R,4.0,4.0,1.6,86.6,20.0,1.2,1.2,0,0,4.78,5.15,1.46,14.4,7.3,21.9,0.8,10.8,11.6,3,44.4,34.3,21.3,0.307,700669
709,Jose Urena,TEX,RP,R,19.8,0.0,0.0,84.8,19.8,1.0,1.0,0,2,4.38,4.58,1.36,15.9,6.4,20.6,0.8,9.3,10.0,3,46.2,34.1,19.7,0.298,11589
710,Matt Carasiti,COL,RP,R,18.0,0.0,0.0,86.2,19.8,0.9,1.0,0,5,5.02,5.35,1.52,15.1,8.5,21.6,0.9,9.7,10.5,3,47.3,32.6,20.1,0.325,13276
711,Ben Heller,PIT,RP,R,19.8,0.0,0.0,79.2,19.8,0.9,1.0,0,6,4.31,4.43,1.38,17.7,8.3,19.0,1.3,9.5,10.2,2,44.1,35.9,20.0,0.297,15100
712,Daniel Duarte,MIN,RP,R,19.8,0.0,0.0,87.2,19.8,0.9,1.0,0,2,4.44,4.64,1.45,17.7,9.8,19.0,1.1,10.1,10.9,2,43.2,36.7,20.1,0.291,650960
713,Manuel Rodriguez,TB,RP,R,19.8,0.0,0.0,85.5,19.8,1.0,1.0,0,5,3.95,4.11,1.39,20.0,9.1,18.4,1.0,8.8,9.6,2,48.7,31.4,19.9,0.300,655889
714,Corbin Martin,ARI,RP,R,19.8,0.0,0.0,85.6,19.8,0.9,1.0,0,2,4.51,4.65,1.39,18.2,8.1,19.6,0.7,10.0,10.7,3,38.8,41.1,20.1,0.300,656686
715,Josh Taylor,KC,RP,L,19.8,0.0,0.0,84.2,19.8,1.0,0.9,0,2,3.91,4.29,1.34,19.5,8.0,18.4,0.8,8.4,9.1,2,42.7,37.2,20.1,0.309,657031
716,Sean Reynolds,SD,RP,R,19.8,0.0,0.0,89.6,19.8,0.9,1.1,0,2,4.96,5.42,1.61,16.8,11.0,20.8,1.0,11.2,12.0,3,41.2,37.4,21.5,0.304,669308
717,Chris Rodriguez,ARI,RP,R,19.8,0.0,0.0,59.7,19.8,1.0,1.0,0,2,4.20,4.43,1.42,18.4,8.9,19.3,0.9,9.3,10.1,2,45.6,34.3,20.2,0.308,669735
718,Eduarniel Nunez,CHC,RP,R,19.8,0.0,0.0,79.2,19.8,0.9,1.1,0,2,5.01,5.61,1.71,16.1,12.4,21.4,1.2,11.0,11.9,2,47.6,30.7,21.7,0.323,674384
719,Juan Mejia,COL,RP,R,19.8,0.0,0.0,79.2,19.8,0.9,1.0,0,2,5.39,6.00,1.61,16.1,10.3,21.5,1.4,10.4,11.1,3,43.8,34.7,21.5,0.329,675848
720,Ricky Vanasco,LAD,RP,R,19.8,0.0,0.0,85.8,19.8,1.0,0.9,0,2,4.28,4.56,1.43,19.2,8.7,19.6,0.9,9.6,10.3,3,43.5,35.2,21.3,0.304,676568
721,Randy Rodriguez,SF,RP,R,19.8,0.0,0.0,88.4,19.8,0.9,1.1,0,2,4.65,5.09,1.54,19.1,11.2,19.4,1.1,10.5,11.3,3,39.7,38.9,21.4,0.305,678495
722,Ethan Roberts,CHC,RP,R,19.8,0.0,0.0,85.4,19.8,1.0,1.0,0,4,4.20,4.36,1.36,19.7,8.5,18.5,1.0,9.3,10.0,3,41.5,38.7,19.8,0.297,681799
723,Stephen Jones,COL,RP,R,19.8,0.0,0.0,86.3,19.8,0.9,1.0,0,2,5.23,5.82,1.55,15.7,9.0,21.6,1.1,10.1,10.8,3,42.8,35.8,21.3,0.326,682240
724,Colby White,TB,RP,R,19.8,0.0,0.0,85.8,19.8,1.0,1.0,0,2,4.31,4.54,1.40,20.2,8.9,18.8,0.9,9.6,10.3,3,39.9,38.9,21.2,0.295,686831
725,Alek Jacob,SD,RP,R,19.8,0.0,0.0,85.5,19.8,0.9,1.0,0,2,4.24,4.51,1.39,17.3,7.3,20.2,1.0,9.6,10.4,3,44.5,34.4,21.2,0.302,689690
726,Yosver Zulueta,TOR,RP,R,19.8,0.0,0.0,86.2,19.8,1.0,1.0,0,2,4.05,4.43,1.45,19.8,9.6,19.0,1.3,9.1,9.9,2,48.3,30.4,21.3,0.309,691172
727,Zach Brzykcy,WSH,RP,R,19.8,0.0,0.0,85.8,19.8,0.9,1.0,0,2,4.54,4.80,1.45,19.3,9.6,19.0,1.0,9.9,10.6,3,40.5,38.2,21.3,0.302,694350
728,Will Klein,KC,RP,R,19.8,0.0,0.0,87.5,19.8,0.9,1.0,0,2,4.56,5.03,1.55,18.3,11.3,19.5,0.9,9.8,10.6,2,45.6,33.0,21.5,0.319,694361
729,Erasmo Ramirez,TB,RP,R,13.1,0.0,0.0,84.1,19.7,0.9,1.0,0,1,4.50,4.60,1.36,15.3,5.4,21.3,0.9,10.0,10.7,3,42.9,36.9,20.2,0.301,10314
730,Adrian Sampson,TEX,SP,R,14.5,1.3,0.5,80.3,19.7,2.5,3.7,0,0,5.04,5.71,1.51,13.7,5.7,24.2,1.0,10.6,11.3,3,39.7,40.0,20.3,0.297,13339
731,Tyler Beede,CLE,RP,R,14.5,1.3,0.5,88.7,19.7,0.9,1.1,0,3,5.02,5.17,1.54,16.2,9.3,21.0,1.1,11.1,11.9,3,43.1,36.8,20.1,0.303,16981
732,Drew Anderson,DET,RP,R,14.5,1.3,0.5,83.3,19.7,0.9,1.2,0,1,4.84,5.11,1.45,15.9,7.4,21.2,0.8,10.7,11.4,3,36.9,42.7,20.3,0.289,623454
733,Logan Allen,ARI,RP,L,14.5,1.3,0.5,82.9,19.7,1.0,1.1,0,1,4.59,5.25,1.54,14.6,7.8,22.5,1.0,10.1,10.9,3,44.0,35.7,20.3,0.311,663531
734,Tanner Burns,CLE,SP,R,14.5,1.3,0.5,83.5,19.7,0.9,1.1,0,1,4.82,5.51,1.53,16.4,8.0,22.2,0.9,10.6,11.3,3,39.0,39.7,21.2,0.300,669142
735,Blayne Enlow,SF,SP,R,14.5,1.3,0.5,79.7,19.7,2.8,3.4,0,0,4.32,4.96,1.45,16.6,6.3,22.2,1.1,9.7,10.5,3,41.8,37.1,21.1,0.304,669416
736,Cory Abbott,SEA,SP,R,11.2,1.9,0.7,83.0,19.7,2.1,2.9,0,0,4.81,5.36,1.50,18.5,8.5,21.1,0.9,10.7,11.4,3,35.7,43.8,20.5,0.285,676265
737,Tommy Romero,SF,SP,R,14.5,1.3,0.4,71.1,19.7,0.9,1.2,0,1,4.90,5.10,1.45,16.3,8.4,20.2,0.8,11.0,11.7,3,37.0,42.5,20.6,0.290,676720
738,Naoyuki Uwasawa,BOS,RP,R,14.5,1.3,0.5,78.8,19.7,2.8,3.4,0,0,4.81,5.39,1.48,15.9,6.1,23.0,0.8,9.8,10.5,3,41.3,37.6,21.1,0.307,683822
739,Misael Tamarez,HOU,SP,R,14.5,1.3,0.5,81.6,19.7,2.7,3.5,0,0,4.66,5.50,1.57,17.7,8.8,22.1,0.7,10.2,10.9,3,39.3,39.5,21.2,0.299,685377
740,Jonathan Cannon,CHW,SP,R,14.5,1.3,0.5,82.8,19.7,0.9,1.1,0,1,4.48,5.06,1.50,14.3,6.9,22.7,0.7,9.8,10.6,3,49.0,29.8,21.3,0.308,686563
741,Carson Whisenhunt,SF,SP,L,14.5,1.3,0.6,78.8,19.7,3.1,3.1,0,0,3.98,4.63,1.44,19.1,7.8,20.6,0.8,9.0,9.7,2,41.7,37.2,21.1,0.303,687931
742,Andrew Vasquez,DET,RP,L,17.4,0.0,0.0,83.4,19.1,0.9,1.0,0,2,4.15,4.46,1.40,17.2,7.9,18.7,1.5,8.9,9.6,2,46.0,33.2,20.8,0.304,607755
743,Julio Urias,FA,SP,L,3.4,3.4,1.7,76.0,19.0,1.2,1.0,0,0,4.06,4.14,1.22,17.8,5.0,18.2,0.7,8.6,9.2,3,37.3,42.4,20.3,0.287,14765
744,Zach Pop,TOR,RP,R,21.1,0.0,0.0,81.8,19.0,0.9,0.9,0,2,3.97,4.03,1.35,16.5,7.0,18.8,1.0,8.6,9.3,2,50.4,29.9,19.6,0.298,647315
745,Yoendrys Gomez,NYY,RP,R,19.0,0.0,0.0,82.3,19.0,1.0,0.9,0,2,4.33,4.48,1.34,19.3,7.9,17.6,0.8,9.1,9.8,3,37.7,42.3,20.0,0.283,672782
746,Michael Plassmeyer,PIT,RP,L,19.0,0.0,0.0,79.8,19.0,0.9,0.9,0,2,4.29,4.66,1.29,16.2,5.7,18.8,1.1,9.1,9.7,3,36.5,43.0,20.5,0.292,674681
747,Kyle Crick,NYM,RP,R,18.9,0.0,0.0,75.6,18.9,0.9,1.0,0,6,4.59,4.69,1.48,18.5,9.5,18.4,1.0,9.9,10.6,3,41.0,38.5,20.6,0.294,13182
748,Kevin Kopps,SD,RP,R,18.9,0.0,0.0,83.2,18.9,0.9,1.0,0,2,4.33,4.79,1.53,15.9,9.0,19.8,1.0,9.4,10.2,2,49.6,29.0,21.4,0.314,667434
749,Randy Dobnak,MIN,RP,R,18.9,0.0,0.0,58.7,18.9,0.9,0.9,0,2,4.06,4.29,1.38,14.8,6.3,19.9,0.8,8.8,9.6,2,50.3,29.3,20.4,0.310,677976
750,Ty Adcock,SEA,RP,R,17.2,0.0,0.0,81.0,18.9,0.9,0.9,0,2,4.13,4.00,1.25,19.2,6.5,17.2,0.8,8.8,9.5,3,39.9,40.5,19.6,0.276,686654
751,Chris Wright,SF,RP,L,18.9,0.0,0.0,84.7,18.9,0.9,1.0,0,2,4.49,4.96,1.52,19.3,11.0,17.8,0.9,9.7,10.4,2,37.5,41.0,21.4,0.300,686819
752,Austin Pope,ARI,RP,R,18.9,0.0,0.0,82.3,18.9,0.9,0.9,0,2,4.44,4.81,1.44,16.3,7.7,19.6,0.9,9.4,10.1,2,43.3,35.4,21.2,0.314,687166
753,Trevor Brigden,TB,RP,R,18.9,0.0,0.0,81.3,18.9,0.9,1.0,0,2,4.45,4.62,1.34,18.6,7.3,18.1,0.8,9.5,10.1,3,35.1,43.8,21.2,0.286,688953
754,Bradley Hanner,CLE,RP,R,18.9,0.0,0.0,85.1,18.9,0.8,1.0,0,2,4.88,5.35,1.57,15.9,9.6,20.2,1.3,10.3,11.1,3,44.1,34.5,21.4,0.311,690440
755,T.J. Brock,TOR,RP,R,18.9,0.0,0.0,81.9,18.9,0.9,0.9,0,2,4.06,4.32,1.37,19.6,8.3,17.7,1.0,8.7,9.4,2,42.7,36.1,21.2,0.300,697813
756,Eric Torres,LAA,RP,L,18.9,0.0,0.0,75.6,18.9,0.9,1.0,0,2,5.11,5.61,1.61,18.7,12.1,18.4,1.5,10.5,11.2,3,37.3,41.1,21.6,0.300,701539
757,Luis Cessa,KC,RP,R,14.5,1.3,0.4,79.2,18.7,0.8,1.1,0,1,4.84,5.31,1.52,12.5,6.4,22.1,0.7,9.8,10.6,2,45.3,34.3,20.3,0.316,13345
758,Michael Fulmer,BOS,RP,R,18.6,0.0,0.0,77.1,18.6,0.9,0.9,0,5,4.38,4.52,1.34,18.6,7.7,17.3,0.9,8.4,9.1,2,39.5,40.7,19.8,0.298,13218
759,Reed Garrett,NYM,RP,R,18.6,0.0,0.0,81.1,18.6,0.9,0.9,0,2,4.26,4.41,1.40,17.3,7.6,18.4,0.7,9.0,9.8,2,43.4,36.8,19.8,0.296,657585
760,Scott Effross,NYY,RP,R,18.6,0.0,0.0,79.8,18.6,1.0,0.9,0,6,4.10,4.31,1.32,17.3,5.9,18.6,0.9,8.5,9.1,3,44.2,35.3,20.5,0.299,664123
761,Anthony Kay,FA,RP,L,20.5,0.0,0.0,74.0,18.5,0.9,1.0,0,2,4.10,4.42,1.40,18.5,8.8,17.1,1.0,8.4,9.1,2,42.8,37.1,20.1,0.298,641743
762,James Naile,FA,RP,R,16.8,0.0,0.0,74.0,18.5,0.9,0.9,0,3,4.24,4.51,1.43,13.7,6.1,20.4,0.9,8.7,9.5,2,52.0,27.6,20.4,0.319,664942
763,Jake Brentz,KC,RP,L,18.3,0.0,0.0,78.2,18.3,0.9,0.9,0,5,3.98,4.35,1.40,19.8,9.6,16.0,1.0,7.9,8.6,2,42.4,37.6,19.9,0.305,641394
764,Justin Hagenman,BOS,RP,R,18.3,0.0,0.0,78.5,18.3,0.9,0.9,0,2,4.69,4.91,1.38,15.9,6.3,18.9,0.7,8.9,9.5,3,40.4,38.5,21.1,0.306,663795
765,Spencer Bivens,SF,RP,R,18.3,0.0,0.0,80.1,18.3,0.8,1.0,0,2,4.42,4.77,1.48,14.6,7.4,19.6,1.0,9.3,10.0,2,47.0,31.7,21.3,0.315,702352
766,Sean Burke,CHW,RP,R,13.0,1.2,0.5,71.2,17.8,2.4,3.2,0,0,4.60,5.34,1.54,15.5,7.6,19.8,0.8,9.1,9.7,3,41.2,37.6,21.2,0.296,680732
767,Christian Roa,CIN,RP,R,17.8,0.0,0.0,77.6,17.8,0.9,0.9,0,2,4.65,5.03,1.47,19.3,9.4,16.7,0.9,8.6,9.2,3,38.9,39.7,21.3,0.301,685005
768,Nicholas Padilla,CHW,RP,R,16.1,0.0,0.0,70.8,17.7,0.8,1.0,0,2,4.61,5.04,1.57,15.6,9.8,17.9,1.0,9.0,9.8,2,46.9,32.8,20.3,0.306,656820
